CS634,LEC: TW 12:00-13:30 REQ;
PHY432A,LEC: TW 12:00-13:30 REQ;TUT: F 11:00-12:00 REQ;
PHY432,LEC: TW 12:00-13:30 REQ;TUT: F 11:00-12:00 REQ;
MTH101A,LEC: TWF 08:00-09:00 L8;TUT: Th 08:00-09:00 L8;
CS201A,LEC: TWF 10:00-11:00 L11;
MSE203A,LEC: TWF 11:00-12:00 L1;
MTH302A,LEC: TWF 11:00-12:00 L8;
MTH752,LEC: TWF 15:00-16:00 REQ;
MTH752A,LEC: TWF 15:00-16:00 REQ;
PHY690I,LEC: TWF 15:00-16:00 REQ;
MTH418,LEC: TWF 15:00-16:00 REQ;TUT: M 10:00-11:00 REQ;
MTH418A,LEC: TWF 15:00-16:00 REQ;TUT: M 10:00-11:00 REQ;
MTH304,LEC: TWF 15:00-16:00 REQ;TUT: Th 10:00-11:00
MTH304A,LEC: TWF 15:00-16:00 REQ;TUT: Th 11:00-12:00
AE462,LEC: Th 08:00-09:00 REQ;
COM200,LEC: Th 09:00-10:00 L7;
IME700,LEC: Th 10:30-12:00 C3;F 14:00-15:30 C3;
MBA649,LEC: Th 14:00-15:30 REQ;F 10:30-12:00 REQ;
MBA630,LEC: Th 15:30-17:00 C2;F 17:00-18:30 C2;
MBA630A,LEC: Th 15:30-17:00 C2;F 17:00-18:30 C2;
MS698,LEC: Th 16:00-17:00 ACMS;
MBA665,LEC: W 09:00-10:30 C2;F 12:00-13:30 C2;
MBA665A,LEC: W 09:00-10:30 C2;F 12:00-13:30 C2;
CE262A,LEC: WF 11:00-12:00 L17;
CHE261A,LEC: WF 11:00-12:00 L3;
MBA633A,LEC: WTh 10:30-12:00 C2;
MBA633,LEC: WTh 10:30-12:00 C2;
BSE636,LEC: WThF 11:00-12:00 BSBH;
ECO311A,LEC: WThF 11:00-12:00 FB657;
CS220A,LEC: WThF 11:00-12:00 L5;
CS698C,LEC: WThF 11:00-12:00 REQ;
ME774A,LEC: WThF 11:00-12:00 REQ;
CS719,LEC: WThF 11:00-12:00 REQ;
ME773,LEC: WThF 11:00-12:00 REQ;
ME774,LEC: WThF 11:00-12:00 REQ;
CHE642,LEC: WThF 11:00-12:00 REQ;
ME773A,LEC: WThF 11:00-12:00 REQ;
HSS702,LEC: WThF 11:00-12:00 REQ;
PSY468A,LEC: WThF 11:00-12:00 REQ;
PSY451A,LEC: WThF 11:00-12:00 REQ;
PSY468,LEC: WThF 11:00-12:00 REQ;
MSE422A,LEC: WThF 11:00-12:00 REQ;
PSY458A,LEC: WThF 11:00-12:00 REQ;
HSS702A,LEC: WThF 11:00-12:00 REQ;
PSY458,LEC: WThF 11:00-12:00 REQ;
MSE617A,LEC: WThF 11:00-12:00 REQ;
PSY451,LEC: WThF 11:00-12:00 REQ;
PSY454,LEC: WThF 11:00-12:00 REQ;
PSY454A,LEC: WThF 11:00-12:00 REQ;
MSE617,LEC: WThF 11:00-12:00 REQ;
CHM322A,LEC: WThF 11:00-12:00 T206;
CHM422,LEC: WThF 11:00-12:00 T206;
